"Gene_Symbol","Ensembl_ID","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"NDFIP2","ENSG00000102471",5254.34066646401,-0.146499159591056,0.35179381841962,-0.416434718066342,0.677091927996397,0.874125346913838
"MMP15","ENSG00000102996",6743.47979554685,0.136579539052603,0.327733779030153,0.416739279841023,0.676869120039767,0.874125346913838
"GNG13","ENSG00000127588",11.8931268265519,0.641731870742785,1.54048193491937,0.416578640876027,0.676986635005723,0.874125346913838
"FBRS","ENSG00000156860",3577.61323830915,-0.148405112717911,0.356395691406432,-0.416405462513492,0.67711333194027,0.874125346913838
"UQCRFS1","ENSG00000169021",4572.95885833555,0.146775991600276,0.352369080626725,0.416540495945954,0.677014540973497,0.874125346913838
"SPRYD4","ENSG00000176422",761.092309138354,-0.133420666009759,0.320239146193917,-0.416628221738287,0.67695036343149,0.874125346913838
"C2orf76","ENSG00000186132",190.896763817268,0.14474840315723,0.347598400396449,0.416424249916394,0.677099586672978,0.874125346913838
"PTGDS","ENSG00000107317",52.2237201076677,0.340562940230567,0.818669626388737,0.415995572881867,0.677413242752654,0.874295653293538
"DET1","ENSG00000140543",52.4908375823115,0.182070631459924,0.437602991428095,0.416063498253853,0.67736353912151,0.874295653293538
"GABPA","ENSG00000154727",1838.05486040431,0.13005265951072,0.312534160416176,0.416123022640276,0.677319983972391,0.874295653293538
"ZNF780A","ENSG00000197782",626.758905419583,0.13343903718976,0.320760603703052,0.416008186944592,0.677404012447158,0.874295653293538
"SETD4","ENSG00000185917",622.910336824891,0.1163922040753,0.279834559642293,0.415932200168848,0.67745961629296,0.874301301344421
"SEC61B","ENSG00000106803",2340.64841089273,-0.115865802708248,0.278924741037408,-0.41540166812491,0.677847885719558,0.874484933662941
"YLPM1","ENSG00000119596",3842.99429937749,-0.115862017023006,0.278944545371063,-0.41535860423039,0.677879405750618,0.874484933662941
